timeperiod,geo,campaign,impressions,clicks,spend,ctr,cpc
11/11/2022,MT,Brand Search,9275,902,43.72,0.097251,0.0485
11/12/2022,MT,Brand Search,6213,750,53.38,0.120715,0.0712
11/13/2022,MT,Brand Search,8970,621,49.89,0.069231,0.0803
11/07/2022,MT,Nonbrand | Trail Running,10981,431,111.36,0.03925,0.2584
11/08/2022,MT,Nonbrand | Trail Running,9540,412,83.45,0.043187,0.2026
11/09/2022,MT,Nonbrand | Trail Running,12897,360,93.95,0.027913,0.261
11/10/2022,MT,Nonbrand | Trail Running,10026,372,113.94,0.037104,0.3063
11/11/2022,MT,Nonbrand | Trail Running,10698,422,82.39,0.039447,0.1952
11/12/2022,MT,Nonbrand | Trail Running,8790,409,104.97,0.04653,0.2566
11/13/2022,MT,Nonbrand | Trail Running,11875,297,90.7,0.025011,0.3054
11/07/2022,MT,Nonbrand | Outdoor Apparel,10973,346,79.94,0.031532,0.2311
11/08/2022,MT,Nonbrand | Outdoor Apparel,10883,446,76.97,0.040981,0.1726
11/09/2022,MT,Nonbrand | Outdoor Apparel,8104,308,81.01,0.038006,0.263
11/10/2022,MT,Nonbrand | Outdoor Apparel,9602,427,92.67,0.04447,0.217
11/11/2022,MT,Nonbrand | Outdoor Apparel,8864,419,68.13,0.04727,0.1626
11/12/2022,MT,Nonbrand | Outdoor Apparel,10253,400,93.8,0.039013,0.2345
11/13/2022,MT,Nonbrand | Outdoor Apparel,8401,396,70.94,0.047137,0.1791
11/07/2022,WE,Branded Search,11068,1083,92.55,0.09785,0.0855
11/08/2022,WE,Branded Search,15111,877,61.67,0.058037,0.0703
11/09/2022,WE,Branded Search,10438,974,90.11,0.093313,0.0925
11/10/2022,WE,Branded Search,13659,1100,79.61,0.080533,0.0724
11/11/2022,WE,Branded Search,10096,1052,60.48,0.1042,0.0575
11/12/2022,WE,Branded Search,13516,1007,78.58,0.074504,0.078
11/13/2022,WE,Branded Search,10544,1087,77.37,0.103092,0.0712
11/07/2022,WE,Nonbrand | Trail Running,10030,585,117.51,0.058325,0.2009
11/08/2022,WE,Nonbrand | Trail Running,11280,524,124.78,0.046454,0.2381
11/09/2022,WE,Nonbrand | Trail Running,15168,556,137.1,0.036656,0.2466
11/10/2022,WE,Nonbrand | Trail Running,13182,442,137.6,0.033531,0.3113
11/11/2022,WE,Nonbrand | Trail Running,14429,549,93.06,0.038048,0.1695
11/12/2022,WE,Nonbrand | Trail Running,15068,433,135.08,0.028736,0.312
11/13/2022,WE,Nonbrand | Trail Running,14754,552,109.47,0.037414,0.1983
11/07/2022,WE,Nonbrand | Outdoor Apparel,12295,586,108.17,0.047662,0.1846
11/08/2022,WE,Nonbrand | Outdoor Apparel,11889,556,89.1,0.046766,0.1603
11/09/2022,WE,Nonbrand | Outdoor Apparel,13892,467,104.21,0.033616,0.2231
11/10/2022,WE,Nonbrand | Outdoor Apparel,11588,513,123.76,0.04427,0.2412
11/11/2022,WE,Nonbrand | Outdoor Apparel,13266,590,91.58,0.044475,0.1552
11/12/2022,WE,Nonbrand | Outdoor Apparel,13159,555,109.79,0.042176,0.1978
11/13/2022,WE,Nonbrand | Outdoor Apparel,13187,446,123.31,0.033821,0.2765
11/14/2022,NE,Brand Search,8436,686,71.9,0.081318,0.1048
11/15/2022,NE,Brand Search,9591,775,58.71,0.080805,0.0757
11/16/2022,NE,Brand Search,11020,770,54.17,0.069873,0.0704
11/17/2022,NE,Brand Search,10326,770,58.89,0.074569,0.0765
11/18/2022,NE,Brand Search,7254,918,50.43,0.126551,0.0549
11/19/2022,NE,Brand Search,9752,671,47.8,0.068806,0.0712
11/20/2022,NE,Brand Search,7393,922,66.25,0.124713,0.0719
11/14/2022,NE,Nonbrand | Trail Running,13340,575,123.01,0.043103,0.2139
11/15/2022,NE,Nonbrand | Trail Running,11167,499,125.52,0.044685,0.2515
11/16/2022,NE,Nonbrand | Trail Running,11895,573,109.44,0.048172,0.191
11/17/2022,NE,Nonbrand | Trail Running,15948,432,122.59,0.027088,0.2838
11/18/2022,NE,Nonbrand | Trail Running,15514,617,150.53,0.039771,0.244
11/19/2022,NE,Nonbrand | Trail Running,14459,459,112.81,0.031745,0.2458
11/20/2022,NE,Nonbrand | Trail Running,12571,581,119.63,0.046217,0.2059
11/14/2022,NE,Nonbrand | Outdoor Apparel,13979,509,129.58,0.036412,0.2546
11/15/2022,NE,Nonbrand | Outdoor Apparel,11236,618,99.74,0.055002,0.1614
11/16/2022,NE,Nonbrand | Outdoor Apparel,12295,608,110.89,0.049451,0.1824
11/17/2022,NE,Nonbrand | Outdoor Apparel,13245,475,90.47,0.035863,0.1905
11/18/2022,NE,Nonbrand | Outdoor Apparel,16100,549,133.58,0.034099,0.2433
11/19/2022,NE,Nonbrand | Outdoor Apparel,13130,518,100.4,0.039452,0.1938
11/20/2022,NE,Nonbrand | Outdoor Apparel,13047,563,116.81,0.043152,0.2075
11/14/2022,MA,Branded Search,10232,735,62.11,0.071833,0.0845
11/15/2022,MA,Branded Search,9461,943,58.96,0.099672,0.0625
11/16/2022,MA,Branded Search,9699,955,64.76,0.098464,0.0678
11/17/2022,MA,Branded Search,9488,708,67.18,0.074621,0.0949
11/18/2022,MA,Branded Search,9195,684,58.66,0.074388,0.0858
11/19/2022,MA,Branded Search,10042,1012,58.36,0.100777,0.0577
11/20/2022,MA,Branded Search,9647,1005,63.66,0.104177,0.0633
11/14/2022,MA,Nonbrand | Trail Running,14091,416,123.89,0.029522,0.2978
11/15/2022,MA,Nonbrand | Trail Running,10595,543,122.36,0.051251,0.2253
11/16/2022,MA,Nonbrand | Trail Running,12225,438,84.84,0.035828,0.1937
11/17/2022,MA,Nonbrand | Trail Running,13058,464,83.78,0.035534,0.1806
11/18/2022,MA,Nonbrand | Trail Running,10929,369,129.17,0.033763,0.3501
11/19/2022,MA,Nonbrand | Trail Running,12690,449,125.79,0.035382,0.2802
11/20/2022,MA,Nonbrand | Trail Running,11398,498,103.53,0.043692,0.2079
11/14/2022,MA,Nonbrand | Outdoor Apparel,12433,435,92.89,0.034988,0.2135
11/15/2022,MA,Nonbrand | Outdoor Apparel,13309,419,118.22,0.031482,0.2822
11/16/2022,MA,Nonbrand | Outdoor Apparel,12171,394,109.28,0.032372,0.2774
11/17/2022,MA,Nonbrand | Outdoor Apparel,10683,603,115.56,0.056445,0.1916
11/18/2022,MA,Nonbrand | Outdoor Apparel,10188,461,89.12,0.045249,0.1933
11/19/2022,MA,Nonbrand | Outdoor Apparel,12338,465,80.27,0.037688,0.1726
11/20/2022,MA,Nonbrand | Outdoor Apparel,11798,535,91.2,0.045347,0.1705
11/14/2022,SE,Search - Brand,7734,713,43.87,0.09219,0.0615
11/15/2022,SE,Search - Brand,7298,819,60.27,0.112223,0.0736
11/16/2022,SE,Search - Brand,7490,558,57.95,0.074499,0.1039
11/17/2022,SE,Search - Brand,8097,845,42.73,0.10436,0.0506
11/18/2022,SE,Search - Brand,9495,783,55.79,0.082464,0.0713
11/19/2022,SE,Search - Brand,8625,813,57.44,0.094261,0.0706
11/20/2022,SE,Search - Brand,9053,791,51.82,0.087374,0.0655
11/14/2022,SE,Nonbrand | Trail Running,12104,441,129.52,0.036434,0.2937
11/15/2022,SE,Nonbrand | Trail Running,13361,549,93.66,0.04109,0.1706
11/16/2022,SE,Nonbrand | Trail Running,11231,369,127.89,0.032855,0.3466
11/17/2022,SE,Nonbrand | Trail Running,12984,545,115.13,0.041975,0.2113
11/18/2022,SE,Nonbrand | Trail Running,10081,435,97.08,0.04315,0.2232
11/19/2022,SE,Nonbrand | Trail Running,9860,459,90.78,0.046552,0.1978
11/20/2022,SE,Nonbrand | Trail Running,12365,536,92.02,0.043348,0.1717
11/14/2022,SE,Nonbrand | Outdoor Apparel,9123,335,79.67,0.03672,0.2378
11/15/2022,SE,Nonbrand | Outdoor Apparel,8428,340,81.65,0.040342,0.2401
11/16/2022,SE,Nonbrand | Outdoor Apparel,7485,305,72.22,0.040748,0.2368
11/17/2022,SE,Nonbrand | Outdoor Apparel,8460,442,65.15,0.052246,0.1474
11/18/2022,SE,Nonbrand | Outdoor Apparel,9546,423,65.06,0.044312,0.1538
11/19/2022,SE,Nonbrand | Outdoor Apparel,10568,317,66.13,0.029996,0.2086
11/20/2022,SE,Nonbrand | Outdoor Apparel,7649,316,84.69,0.041313,0.268
11/14/2022,MW,Brand Search,9958,933,56.11,0.093694,0.0601
11/15/2022,MW,Brand Search,10132,982,56.79,0.096921,0.0578
11/16/2022,MW,Brand Search,10690,933,60.8,0.087278,0.0652
11/17/2022,MW,Brand Search,9094,877,58.37,0.096437,0.0666
11/18/2022,MW,Brand Search,9572,1004,65.25,0.104889,0.065
11/19/2022,MW,Brand Search,7247,834,71.28,0.115082,0.0855
11/20/2022,MW,Brand Search,10538,948,61.67,0.08996,0.0651
11/14/2022,MW,Nonbrand | Trail Running,9736,368,89.75,0.037798,0.2439
11/15/2022,MW,Nonbrand | Trail Running,13902,350,98.35,0.025176,0.281
11/16/2022,MW,Nonbrand | Trail Running,11733,501,122.26,0.0427,0.244
11/17/2022,MW,Nonbrand | Trail Running,9712,470,106.29,0.048394,0.2261
11/18/2022,MW,Nonbrand | Trail Running,11821,500,93.14,0.042298,0.1863
11/19/2022,MW,Nonbrand | Trail Running,10463,343,107.88,0.032782,0.3145
11/20/2022,MW,Nonbrand | Trail Running,10594,515,91.79,0.048612,0.1782
11/14/2022,MW,Nonbrand | Outdoor Apparel,10674,357,77.04,0.033446,0.2158
11/15/2022,MW,Nonbrand | Outdoor Apparel,10446,382,93.69,0.036569,0.2453
11/16/2022,MW,Nonbrand | Outdoor Apparel,12293,338,77.38,0.027495,0.2289
11/17/2022,MW,Nonbrand | Outdoor Apparel,10775,455,95.92,0.042227,0.2108
11/18/2022,MW,Nonbrand | Outdoor Apparel,11725,437,111.61,0.037271,0.2554
11/19/2022,MW,Nonbrand | Outdoor Apparel,10422,470,106.83,0.045097,0.2273
11/20/2022,MW,Nonbrand | Outdoor Apparel,11038,504,87.46,0.04566,0.1735
11/14/2022,MT,Branded Search,5309,599,44.18,0.112827,0.0738
11/15/2022,MT,Branded Search,7605,509,48.29,0.06693,0.0949
11/16/2022,MT,Branded Search,6213,471,35.17,0.075809,0.0747
11/17/2022,MT,Branded Search,7743,621,36.28,0.080201,0.0584
11/18/2022,MT,Branded Search,6678,535,39.99,0.080114,0.0748
11/19/2022,MT,Branded Search,5409,603,44.75,0.111481,0.0742
11/20/2022,MT,Branded Search,7295,531,47.35,0.07279,0.0892
11/14/2022,MT,Nonbrand | Trail Running,9371,310,74.36,0.033081,0.2399
11/15/2022,MT,Nonbrand | Trail Running,10661,317,85.61,0.029735,0.2701
11/16/2022,MT,Nonbrand | Trail Running,9171,350,77.7,0.038164,0.222
11/17/2022,MT,Nonbrand | Trail Running,7525,344,79.78,0.045714,0.2319
11/18/2022,MT,Nonbrand | Trail Running,7253,309,69.07,0.042603,0.2235
11/19/2022,MT,Nonbrand | Trail Running,8301,267,91.04,0.032165,0.341
11/20/2022,MT,Nonbrand | Trail Running,7784,374,69.03,0.048047,0.1846
11/14/2022,MT,Nonbrand | Outdoor Apparel,7550,309,75.52,0.040927,0.2444
11/15/2022,MT,Nonbrand | Outdoor Apparel,7844,321,64.34,0.040923,0.2004
11/16/2022,MT,Nonbrand | Outdoor Apparel,9981,320,83.09,0.032061,0.2597
11/17/2022,MT,Nonbrand | Outdoor Apparel,7550,287,70.76,0.038013,0.2466
11/18/2022,MT,Nonbrand | Outdoor Apparel,8033,346,63.47,0.043072,0.1835
11/19/2022,MT,Nonbrand | Outdoor Apparel,10011,346,61.25,0.034562,0.177
11/20/2022,MT,Nonbrand | Outdoor Apparel,8153,373,78.18,0.04575,0.2096
11/14/2022,WE,Search - Brand,10306,871,82.91,0.084514,0.0952
11/15/2022,WE,Search - Brand,12021,992,62.66,0.082522,0.0632
11/16/2022,WE,Search - Brand,12770,1267,65.39,0.099217,0.0516
11/17/2022,WE,Search - Brand,10155,1113,80.79,0.109601,0.0726
11/18/2022,WE,Search - Brand,12931,1091,87.63,0.084371,0.0803
11/19/2022,WE,Search - Brand,13989,999,78.69,0.071413,0.0788
11/20/2022,WE,Search - Brand,9995,1309,67.81,0.130965,0.0518
11/14/2022,WE,Nonbrand | Trail Running,13701,502,115.91,0.03664,0.2309
11/15/2022,WE,Nonbrand | Trail Running,13043,443,102.08,0.033965,0.2304
11/16/2022,WE,Nonbrand | Trail Running,14108,434,118.03,0.030763,0.2719
11/17/2022,WE,Nonbrand | Trail Running,13611,434,136.94,0.031886,0.3155
11/18/2022,WE,Nonbrand | Trail Running,12647,531,133.14,0.041986,0.2507
11/19/2022,WE,Nonbrand | Trail Running,11610,501,125.38,0.043152,0.2502
11/20/2022,WE,Nonbrand | Trail Running,12885,477,102.14,0.03702,0.2141
11/14/2022,WE,Nonbrand | Outdoor Apparel,13304,445,108.05,0.033449,0.2428
11/15/2022,WE,Nonbrand | Outdoor Apparel,13859,448,106.9,0.032326,0.2386
11/16/2022,WE,Nonbrand | Outdoor Apparel,12726,545,120.33,0.042826,0.2208
11/17/2022,WE,Nonbrand | Outdoor Apparel,13466,542,125.95,0.04025,0.2324
11/18/2022,WE,Nonbrand | Outdoor Apparel,11175,484,103.24,0.043311,0.2133
11/19/2022,WE,Nonbrand | Outdoor Apparel,12900,493,85.24,0.038217,0.1729
11/20/2022,WE,Nonbrand | Outdoor Apparel,11305,580,95.67,0.051305,0.1649
11/21/2022,NE,Branded Search,9804,739,67.21,0.075377,0.0909
11/22/2022,NE,Branded Search,10989,944,64.68,0.085904,0.0685
11/23/2022,NE,Branded Search,9267,902,67.67,0.097335,0.075
11/24/2022,NE,Branded Search,12083,850,61.6,0.070347,0.0725
11/25/2022,NE,Branded Search,8493,1019,71.1,0.119981,0.0698
11/26/2022,NE,Branded Search,11286,705,56.5,0.062467,0.0801
11/27/2022,NE,Branded Search,8005,998,58.78,0.124672,0.0589
11/21/2022,NE,Nonbrand | Trail Running,12870,628,130.41,0.048796,0.2077
11/22/2022,NE,Nonbrand | Trail Running,15515,438,147.48,0.028231,0.3367
11/23/2022,NE,Nonbrand | Trail Running,14461,504,147.0,0.034852,0.2917
11/24/2022,NE,Nonbrand | Trail Running,17796,571,127.69,0.032086,0.2236
11/25/2022,NE,Nonbrand | Trail Running,12216,628,111.67,0.051408,0.1778
11/26/2022,NE,Nonbrand | Trail Running,16819,485,135.82,0.028836,0.28
11/27/2022,NE,Nonbrand | Trail Running,12273,573,127.68,0.046688,0.2228
11/21/2022,NE,Nonbrand | Outdoor Apparel,11452,505,107.6,0.044097,0.2131
11/22/2022,NE,Nonbrand | Outdoor Apparel,12260,426,100.14,0.034747,0.2351
11/23/2022,NE,Nonbrand | Outdoor Apparel,11400,430,99.09,0.037719,0.2304
11/24/2022,NE,Nonbrand | Outdoor Apparel,13597,490,96.15,0.036037,0.1962
11/25/2022,NE,Nonbrand | Outdoor Apparel,9707,532,109.89,0.054806,0.2066
11/26/2022,NE,Nonbrand | Outdoor Apparel,13307,471,74.36,0.035395,0.1579
11/27/2022,NE,Nonbrand | Outdoor Apparel,11539,486,112.17,0.042118,0.2308
11/21/2022,MA,Search - Brand,9424,905,72.8,0.096031,0.0804
11/22/2022,MA,Search - Brand,11305,808,67.89,0.071473,0.084
11/23/2022,MA,Search - Brand,9853,695,55.08,0.070537,0.0793
11/24/2022,MA,Search - Brand,9318,735,53.4,0.07888,0.0727
11/25/2022,MA,Search - Brand,11092,1058,79.61,0.095384,0.0752
11/26/2022,MA,Search - Brand,9675,720,65.32,0.074419,0.0907
11/27/2022,MA,Search - Brand,10323,992,60.22,0.096096,0.0607
11/21/2022,MA,Nonbrand | Trail Running,10183,553,100.15,0.054306,0.1811
11/22/2022,MA,Nonbrand | Trail Running,12330,399,107.85,0.03236,0.2703
11/23/2022,MA,Nonbrand | Trail Running,10019,405,116.3,0.040423,0.2872
11/24/2022,MA,Nonbrand | Trail Running,13484,471,93.4,0.03493,0.1983
11/25/2022,MA,Nonbrand | Trail Running,9511,440,111.47,0.046262,0.2533
11/26/2022,MA,Nonbrand | Trail Running,13292,394,91.76,0.029642,0.2329
11/27/2022,MA,Nonbrand | Trail Running,11732,572,112.09,0.048756,0.196
11/21/2022,MA,Nonbrand | Outdoor Apparel,8761,340,96.09,0.038808,0.2826
11/22/2022,MA,Nonbrand | Outdoor Apparel,12100,382,61.8,0.03157,0.1618
11/23/2022,MA,Nonbrand | Outdoor Apparel,9142,520,88.0,0.05688,0.1692
11/24/2022,MA,Nonbrand | Outdoor Apparel,12204,454,73.58,0.037201,0.1621
11/25/2022,MA,Nonbrand | Outdoor Apparel,9155,337,75.73,0.03681,0.2247
11/26/2022,MA,Nonbrand | Outdoor Apparel,8873,476,90.95,0.053646,0.1911
11/27/2022,MA,Nonbrand | Outdoor Apparel,8923,376,94.78,0.042138,0.2521
11/21/2022,SE,Brand Search,7131,695,52.4,0.097462,0.0754
11/22/2022,SE,Brand Search,9347,689,47.5,0.073713,0.0689
11/23/2022,SE,Brand Search,8781,925,48.09,0.105341,0.052
11/24/2022,SE,Brand Search,8099,679,57.82,0.083838,0.0852
11/25/2022,SE,Brand Search,8470,866,47.96,0.102243,0.0554
11/26/2022,SE,Brand Search,7626,879,57.73,0.115264,0.0657
11/27/2022,SE,Brand Search,7658,762,54.02,0.099504,0.0709
11/21/2022,SE,Nonbrand | Trail Running,11664,358,86.83,0.030693,0.2425
11/22/2022,SE,Nonbrand | Trail Running,12290,388,105.43,0.03157,0.2717
11/23/2022,SE,Nonbrand | Trail Running,8511,367,96.78,0.043121,0.2637
11/24/2022,SE,Nonbrand | Trail Running,10202,316,88.32,0.030974,0.2795
11/25/2022,SE,Nonbrand | Trail Running,10755,348,92.94,0.032357,0.2671
11/26/2022,SE,Nonbrand | Trail Running,8606,365,106.88,0.042412,0.2928
11/27/2022,SE,Nonbrand | Trail Running,9088,377,69.97,0.041483,0.1856
11/21/2022,SE,Nonbrand | Outdoor Apparel,10382,454,75.73,0.04373,0.1668
11/22/2022,SE,Nonbrand | Outdoor Apparel,9965,390,88.34,0.039137,0.2265
11/23/2022,SE,Nonbrand | Outdoor Apparel,9317,336,88.94,0.036063,0.2647
11/24/2022,SE,Nonbrand | Outdoor Apparel,10393,371,88.19,0.035697,0.2377
11/25/2022,SE,Nonbrand | Outdoor Apparel,10274,316,79.05,0.030757,0.2502
11/26/2022,SE,Nonbrand | Outdoor Apparel,8248,368,86.89,0.044617,0.2361
11/27/2022,SE,Nonbrand | Outdoor Apparel,9344,346,63.43,0.037029,0.1833
11/21/2022,MW,Branded Search,8000,716,48.08,0.0895,0.0671
11/22/2022,MW,Branded Search,7212,653,44.13,0.090544,0.0676
11/23/2022,MW,Branded Search,10138,809,60.69,0.079799,0.075
11/24/2022,MW,Branded Search,8555,855,56.25,0.099942,0.0658
11/25/2022,MW,Branded Search,7320,697,48.95,0.095219,0.0702
11/26/2022,MW,Branded Search,7456,834,61.99,0.111856,0.0743
11/27/2022,MW,Branded Search,8134,686,43.52,0.084337,0.0634
11/21/2022,MW,Nonbrand | Trail Running,12622,599,89.72,0.047457,0.1498
11/22/2022,MW,Nonbrand | Trail Running,11109,465,124.8,0.041858,0.2684
11/23/2022,MW,Nonbrand | Trail Running,14019,463,110.3,0.033027,0.2382
11/24/2022,MW,Nonbrand | Trail Running,12584,558,131.28,0.044342,0.2353
11/25/2022,MW,Nonbrand | Trail Running,10797,487,121.85,0.045105,0.2502
11/26/2022,MW,Nonbrand | Trail Running,13863,453,94.07,0.032677,0.2077
11/27/2022,MW,Nonbrand | Trail Running,11539,417,115.43,0.036138,0.2768
11/21/2022,MW,Nonbrand | Outdoor Apparel,9048,524,97.74,0.057913,0.1865
11/22/2022,MW,Nonbrand | Outdoor Apparel,11894,471,87.84,0.0396,0.1865
11/23/2022,MW,Nonbrand | Outdoor Apparel,11154,471,99.24,0.042227,0.2107
11/24/2022,MW,Nonbrand | Outdoor Apparel,8968,373,86.94,0.041592,0.2331
11/25/2022,MW,Nonbrand | Outdoor Apparel,13700,522,86.74,0.038102,0.1662
11/26/2022,MW,Nonbrand | Outdoor Apparel,10151,366,94.33,0.036056,0.2577
11/27/2022,MW,Nonbrand | Outdoor Apparel,12741,379,99.47,0.029746,0.2625
11/21/2022,MT,Search - Brand,8320,852,37.55,0.102404,0.0441
11/22/2022,MT,Search - Brand,7713,650,48.58,0.084273,0.0747
11/23/2022,MT,Search - Brand,8106,798,55.87,0.098446,0.07
11/24/2022,MT,Search - Brand,7774,672,53.95,0.086442,0.0803
11/25/2022,MT,Search - Brand,6953,631,51.16,0.090752,0.0811
11/26/2022,MT,Search - Brand,7773,750,39.93,0.096488,0.0532
11/27/2022,MT,Search - Brand,7048,734,56.56,0.104143,0.0771
11/21/2022,MT,Nonbrand | Trail Running,10004,425,90.53,0.042483,0.213
11/22/2022,MT,Nonbrand | Trail Running,8409,430,110.66,0.051136,0.2574
11/23/2022,MT,Nonbrand | Trail Running,12185,330,80.25,0.027082,0.2432
11/24/2022,MT,Nonbrand | Trail Running,11165,451,104.0,0.040394,0.2306
11/25/2022,MT,Nonbrand | Trail Running,8331,346,89.21,0.041532,0.2578
11/26/2022,MT,Nonbrand | Trail Running,8659,452,81.66,0.0522,0.1807
11/27/2022,MT,Nonbrand | Trail Running,11909,421,86.73,0.035351,0.206
11/21/2022,MT,Nonbrand | Outdoor Apparel,9143,351,54.19,0.03839,0.1544
11/22/2022,MT,Nonbrand | Outdoor Apparel,9134,286,77.48,0.031312,0.2709
11/23/2022,MT,Nonbrand | Outdoor Apparel,7585,267,74.86,0.035201,0.2804
11/24/2022,MT,Nonbrand | Outdoor Apparel,6896,304,54.33,0.044084,0.1787
11/25/2022,MT,Nonbrand | Outdoor Apparel,7879,330,57.5,0.041883,0.1742
11/26/2022,MT,Nonbrand | Outdoor Apparel,6838,338,74.46,0.04943,0.2203
11/27/2022,MT,Nonbrand | Outdoor Apparel,6690,346,62.16,0.051719,0.1797
11/21/2022,WE,Brand Search,9782,1098,63.42,0.112247,0.0578
11/22/2022,WE,Brand Search,11845,1131,74.26,0.095483,0.0657
11/23/2022,WE,Brand Search,13217,1002,77.94,0.075811,0.0778
11/24/2022,WE,Brand Search,8629,749,71.04,0.0868,0.0949
11/25/2022,WE,Brand Search,9573,1152,60.91,0.120338,0.0529
11/26/2022,WE,Brand Search,10653,994,73.0,0.093307,0.0734
11/27/2022,WE,Brand Search,12046,756,64.2,0.062759,0.0849
11/21/2022,WE,Nonbrand | Trail Running,13146,424,128.41,0.032253,0.3029
11/22/2022,WE,Nonbrand | Trail Running,17089,556,123.13,0.032536,0.2215
11/23/2022,WE,Nonbrand | Trail Running,13342,594,102.9,0.044521,0.1732
11/24/2022,WE,Nonbrand | Trail Running,11612,504,141.22,0.043403,0.2802
11/25/2022,WE,Nonbrand | Trail Running,13741,589,139.04,0.042864,0.2361
11/26/2022,WE,Nonbrand | Trail Running,14087,532,130.39,0.037765,0.2451
11/27/2022,WE,Nonbrand | Trail Running,12749,586,106.39,0.045964,0.1815
11/21/2022,WE,Nonbrand | Outdoor Apparel,10440,467,106.49,0.044732,0.228
11/22/2022,WE,Nonbrand | Outdoor Apparel,13514,554,102.43,0.040995,0.1849
11/23/2022,WE,Nonbrand | Outdoor Apparel,13341,436,118.07,0.032681,0.2708
11/24/2022,WE,Nonbrand | Outdoor Apparel,11908,549,89.18,0.046103,0.1624
11/25/2022,WE,Nonbrand | Outdoor Apparel,12470,492,99.15,0.039455,0.2015
11/26/2022,WE,Nonbrand | Outdoor Apparel,11041,485,122.84,0.043927,0.2533
11/27/2022,WE,Nonbrand | Outdoor Apparel,15374,435,101.77,0.028295,0.234
11/28/2022,NE,Search - Brand,11793,1054,67.22,0.089375,0.0638
11/29/2022,NE,Search - Brand,9981,772,69.06,0.077347,0.0895
11/30/2022,NE,Search - Brand,9118,905,67.59,0.099254,0.0747
12/01/2022,NE,Search - Brand,10178,817,56.98,0.080271,0.0697
12/02/2022,NE,Search - Brand,8872,955,64.37,0.107642,0.0674
12/03/2022,NE,Search - Brand,8111,782,71.72,0.096412,0.0917
12/04/2022,NE,Search - Brand,12240,886,52.95,0.072386,0.0598
11/28/2022,NE,Nonbrand | Trail Running,14355,489,113.37,0.034065,0.2318
11/29/2022,NE,Nonbrand | Trail Running,12906,496,146.03,0.038432,0.2944
11/30/2022,NE,Nonbrand | Trail Running,15874,518,126.19,0.032632,0.2436
12/01/2022,NE,Nonbrand | Trail Running,14918,412,130.35,0.027618,0.3164
12/02/2022,NE,Nonbrand | Trail Running,11493,565,115.41,0.04916,0.2043
12/03/2022,NE,Nonbrand | Trail Running,14080,537,148.87,0.038139,0.2772
12/04/2022,NE,Nonbrand | Trail Running,14304,556,110.95,0.03887,0.1995
11/28/2022,NE,Nonbrand | Outdoor Apparel,10779,483,115.1,0.044809,0.2383
11/29/2022,NE,Nonbrand | Outdoor Apparel,10770,432,120.52,0.040111,0.279
11/30/2022,NE,Nonbrand | Outdoor Apparel,10763,443,84.48,0.04116,0.1907
12/01/2022,NE,Nonbrand | Outdoor Apparel,13754,448,105.78,0.032572,0.2361
12/02/2022,NE,Nonbrand | Outdoor Apparel,12474,437,80.94,0.035033,0.1852
12/03/2022,NE,Nonbrand | Outdoor Apparel,13241,416,99.88,0.031418,0.2401
12/04/2022,NE,Nonbrand | Outdoor Apparel,11168,537,90.06,0.048084,0.1677
11/28/2022,MA,Brand Search,8177,842,67.26,0.102972,0.0799
11/29/2022,MA,Brand Search,10541,877,73.11,0.083199,0.0834
11/30/2022,MA,Brand Search,10820,947,63.86,0.087523,0.0674
12/01/2022,MA,Brand Search,11127,1206,60.23,0.108385,0.0499
12/02/2022,MA,Brand Search,10916,965,64.29,0.088402,0.0666
12/03/2022,MA,Brand Search,8246,871,53.3,0.105627,0.0612
12/04/2022,MA,Brand Search,11417,1015,73.92,0.088903,0.0728
11/28/2022,MA,Nonbrand | Trail Running,13041,547,104.92,0.041945,0.1918
11/29/2022,MA,Nonbrand | Trail Running,14243,494,148.57,0.034684,0.3007
11/30/2022,MA,Nonbrand | Trail Running,13885,388,119.27,0.027944,0.3074
12/01/2022,MA,Nonbrand | Trail Running,11390,476,128.91,0.041791,0.2708
12/02/2022,MA,Nonbrand | Trail Running,15240,441,143.19,0.028937,0.3247
12/03/2022,MA,Nonbrand | Trail Running,14127,487,112.64,0.034473,0.2313
12/04/2022,MA,Nonbrand | Trail Running,12708,525,103.67,0.041313,0.1975
